id,user_id,role,is_primary,created_at
1113e7bb-48cd-4d64-91b8-f1424e938f4c,576e73fe-7b3d-4559-b238-4af02f349042,admin,true,2026-03-09 07:10:58.271085+00
1e4a0f48-c5dc-4b2c-8712-11cbd39292c3,35df1a37-78d3-4489-8704-cc530629488a,admin,false,2026-03-09 09:18:10.99928+00
